,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Year,AvgCPIUSD,Budget2017,Gross2017,Gross-Budget2017,Action,ActionAdventure,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War,Western
889,Color,Hugh Wilson,41.0,77.0,37,795.0,Alex Rocco,3000.0,9694105,"Comedy, Family, Romance",Brendan Fraser,Dudley Do-Right ,8176,5568,Eric Idle,0.0,"gold ,gold rush ,mirror ,police officer ,singer",http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,77,English,USA,PG,22000000,1999,968.0,3.8,2.35,272,1999,166.6,32117887.15,14152462.29,-17965424.86,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
890,Color,Alan Parker,99.0,145.0,317,70.0,Devon Murray,876.0,13038660,Drama,Emily Watson,Angela's Ashes ,16995,1282,Pauline McLynn,1.0,"drink ,ira ,irish ,limerick ,prejudice",http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,163,English,USA,R,25000000,1999,219.0,7.3,1.85,0,1999,166.6,36497599.04,19035191.39,-17462407.65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
891,Color,Alan Rudolph,42.0,110.0,18,865.0,Albert Finney,13000.0,175370,Comedy,Bruce Willis,Breakfast of Champions ,6884,17417,Omar Epps,1.0,"breakfast ,manitoba ,science fiction writer ,suicide ,writer",http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,133,English,USA,R,12000000,1999,883.0,4.6,1.85,458,1999,166.6,17518847.54,256023.3577,-17262824.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Color,Sam Weisman,62.0,90.0,39,210.0,Valerie Perri,607.0,28535768,Comedy,Oliver Hudson,The Out-of-Towners ,10446,1335,Carlease Burke,2.0,"job interview ,manhattan new york city ,new york city ,remake ,sausage",http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,105,English,USA,PG-13,40000000,1999,322.0,5.3,1.85,279,1999,166.6,58396158.46,41659480.75,-16736677.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Color,Lance Hool,10.0,121.0,0,353.0,Joaquim de Almeida,854.0,229311,"Action, Drama, History, Romance, War, Western",Tom Berenger,One Man's Hero ,899,2705,Mark Moses,2.0,"american ,battalion ,catholic ,mexican ,sergeant",http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,42,English,Spain,R,11350000,1999,578.0,6.2,2.35,271,1999,166.6,16569909.96,334772.0373,-16235137.93,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
894,Color,Adam Rifkin,42.0,95.0,89,322.0,Lin Shaye,1000.0,4193025,"Comedy, Music",Natasha Lyonne,Detroit Rock City ,30682,2518,Shannon Tweed,0.0,"band ,concert ,high school ,kiss ,teenager",http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,194,English,USA,R,15000000,1999,852.0,6.8,2.35,0,1999,166.6,21898559.42,6121413.808999999,-15777145.62,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895,Color,Joel Schumacher,78.0,112.0,541,638.0,Philip Seymour Hoffman,22000.0,4485485,"Comedy, Crime, Drama",Robert De Niro,Flawless ,14612,46022,Chris Bauer,1.0,"gay interest ,gay lead character ,gay republican ,homosexual ,neighbor",http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,105,English,USA,R,15000000,1999,22000.0,6.4,1.85,0,1999,166.6,21898559.42,6548377.321,-15350182.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
896,Color,Peter Kassovitz,68.0,120.0,0,693.0,Mark Margolis,49000.0,4956401,"Drama, War",Robin Williams,Jakob the Liar ,12601,51657,Michael Jeter,2.0,"german ,ghetto ,hope ,nazi ,radio",http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,89,English,France,PG-13,15000000,1999,1000.0,6.5,1.85,0,1999,166.6,21898559.42,7235869.455,-14662689.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
897,Color,Antonia Bird,131.0,101.0,61,611.0,Jeffrey Jones,769.0,2060953,"Fantasy, Horror, Thriller",Jeremy Davies,Ravenous ,29990,2543,David Arquette,0.0,"based on true story ,cannibalism ,captain ,mexican american war ,u.s. frontier",http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,316,English,Czech Republic,R,12000000,1999,692.0,7.1,2.35,0,1999,166.6,17518847.54,3008793.4489999996,-14510054.09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
898,Color,Damon Santostefano,81.0,98.0,4,677.0,Oliver Platt,2000.0,10544143,"Comedy, Romance",Matthew Perry,Three to Tango ,16372,4843,David Ramsey,2.0,"architect ,award ,farce ,love ,misunderstanding",http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,121,English,Australia,PG-13,20000000,1999,1000.0,6.1,1.37,311,1999,166.6,29198079.23,15393436.14,-13804643.09,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
899,Color,Stanley Kubrick,280.0,159.0,0,521.0,Vinessa Shaw,10000.0,55637680,"Drama, Mystery, Thriller",Tom Cruise,Eyes Wide Shut ,227071,11424,Sydney Pollack,1.0,"doctor ,orgy ,party ,pianist ,sexual fantasy",http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,1500,English,UK,R,65000000,1999,580.0,7.3,1.66,10000,1999,166.6,94893757.5,81225669.45,-13668088.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
900,Color,Tony Goldwyn,47.0,107.0,956,113.0,Julie Kavner,10000.0,4741987,Drama,Viggo Mortensen,A Walk on the Moon ,6782,10368,Tovah Feldshuh,1.0,"adulterous wife ,cheating wife ,summer ,unfaithfulness ,woodstock",http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114,English,USA,R,14000000,1999,233.0,6.6,1.85,860,1999,166.6,20438655.46,6922845.607000001,-13515809.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
901,Color,Hugh Wilson,95.0,112.0,37,480.0,Sissy Spacek,3000.0,26494611,"Comedy, Drama, Romance, Sci-Fi",Brendan Fraser,Blast from the Past ,48621,5709,Douglas Smith,0.0,"1960s ,bomb shelter ,cuban missile crisis ,food ,naive man",http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,239,English,USA,PG-13,35000000,1999,874.0,6.6,2.35,0,1999,166.6,51096638.66,38679587.56,-12417051.1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
902,Color,Michael Apted,197.0,128.0,150,244.0,Maria Grazia Cucinotta,766.0,126930660,"Action, Adventure, Thriller",Colin Salmon,The World Is Not Enough ,157519,2037,Desmond Llewelyn,2.0,"british ,oil ,scientist ,terrorist ,tycoon",http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,683,English,UK,PG-13,135000000,1999,536.0,6.4,2.35,2000,1999,166.6,197087034.8,185306573.4,-11780461.43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
903,Color,Tim Hill,70.0,87.0,25,611.0,F. Murray Abraham,1000.0,16290976,"Adventure, Comedy, Family, Fantasy, Music, Sci-Fi",Josh Charles,Muppets from Space ,14637,3243,David Arquette,0.0,"alien ,breakfast ,escape ,rat ,ufo",http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,100,English,USA,G,24000000,1999,670.0,6.2,1.85,619,1999,166.6,35037695.08,23783260.4,-11254434.68,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
904,Color,Craig Bolotin,39.0,99.0,7,730.0,Vanessa Williams,3000.0,5871603,"Drama, Thriller",Rosario Dawson,Light It Up ,3116,6485,Robert Ri'chard,3.0,"black cop ,die hard scenario ,hostage negotiator ,police ,police brutality",http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,English,USA,R,13000000,1999,1000.0,6.0,1.85,251,1999,166.6,18978751.5,8571976.481,-10406775.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
905,Color,Andrew Fleming,81.0,94.0,26,4000.0,Will Ferrell,16000.0,6241697,Comedy,Ryan Reynolds,Dick ,16059,31005,Kirsten Dunst,2.0,"political cover up ,political satire ,teenage girl ,white house ,witness",http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,210,English,France,PG-13,13000000,1999,8000.0,6.1,1.85,0,1999,166.6,18978751.5,9112278.177000001,-9866473.322999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Color,Kelly Makin,90.0,102.0,6,584.0,Burt Young,711.0,33864342,"Comedy, Crime, Romance",Jeanne Tripplehorn,Mickey Blue Eyes ,29968,2913,Vincent Pastore,1.0,"auctioneer ,fbi ,mafia ,mobster ,painting",http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,117,English,UK,PG-13,40000000,1999,683.0,5.8,1.85,445,1999,166.6,58396158.46,49438687.04,-8957471.421,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
907,Color,John Sayles,46.0,126.0,407,39.0,Casey Siemaszko,638.0,1997807,"Adventure, Drama, Thriller",Mary Elizabeth Mastrantonio,Limbo ,5158,823,Vanessa Martinez,0.0,"alaska ,island ,motorboat ,singer ,wilderness",http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,140,English,USA,R,8000000,1999,107.0,7.1,1.85,196,1999,166.6,11679231.69,2916606.354,-8762625.339,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
908,Color,Steven Soderbergh,111.0,89.0,0,132.0,Lesley Ann Warren,402.0,3193102,"Crime, Drama, Mystery, Thriller",Peter Fonda,The Limey ,24412,1335,William Lucking,0.0,"daughter ,englishman ,ex con ,revenge ,young woman",http://www.imdb.com/title/tt0165854/?ref_=fn_tt_tt_1,240,English,USA,R,9000000,1999,296.0,7.1,1.85,944,1999,166.6,13139135.65,4661622.26,-8477513.395,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
909,Color,Gary Halvorson,44.0,73.0,11,142.0,Kevin Clash,1000.0,11634458,"Adventure, Comedy, Family, Fantasy, Musical",Vanessa Williams,The Adventures of Elmo in Grouchland ,2045,2020,Caroll Spinney,0.0,"based on tv series ,blanket ,box office flop ,rescue ,sesame street",http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,37,English,USA,G,17000000,1999,436.0,5.8,1.85,339,1999,166.6,24818367.35,16985191.33,-7833176.022000001,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
910,Color,Kevin Brodie,25.0,100.0,0,359.0,Cheryl Ladd,655.0,2148212,"Drama, Family",Bruce McGill,A Dog of Flanders ,781,1906,Jack Warden,0.0,"artist ,box office flop ,dog ,drawing ,flanders",http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,20,English,USA,PG,7000000,1999,476.0,6.3,1.85,157,1999,166.6,10219327.73,3136183.209,-7083144.522000001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
911,Color,Wayne Wang,36.0,114.0,61,407.0,Eva Amurri Martino,20000.0,18653615,"Comedy, Drama",Natalie Portman,Anywhere But Here ,14786,22040,Shawn Hatosy,2.0,"family relationships ,female protagonist ,nubile woman ,policeman ,teenager",http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,103,English,USA,PG-13,23000000,1999,797.0,6.1,2.35,638,1999,166.6,33577791.12,27232486.44,-6345304.68,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
912,Color,Kevin Allen,33.0,86.0,8,428.0,Frances Fisher,759.0,185577,Comedy,Craig Ferguson,The Big Tease ,2133,2805,Mary McCormack,1.0,"competition ,fake documentary ,hairdresser ,nudity ,reference to liberace",http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,31,English,UK,R,4000000,1999,638.0,6.3,1.85,182,1999,166.6,5839615.846,270924.5975,-5568691.249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,Color,David Lynch,143.0,112.0,0,201.0,Richard Farnsworth,874.0,6197866,"Biography, Drama",Sissy Spacek,The Straight Story ,63733,1351,Everett McGill,0.0,"cane ,iowa ,lawn mower ,tractor ,wisconsin",http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,414,English,France,G,10000000,1999,262.0,8.0,2.35,0,1999,166.6,14599039.62,9048289.127,-5550750.489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
914,Color,Mike Leigh,103.0,154.0,608,149.0,Dexter Fletcher,1000.0,6201757,"Biography, Comedy, Drama, History, Music, Musical",Jim Broadbent,Topsy-Turvy ,10037,1690,Lesley Manville,1.0,"19th century ,exhibition ,gilbert and sullivan ,gilbert and sullivan's princess ida ,japanese",http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,202,English,UK,R,10000000,1999,452.0,7.4,1.66,608,1999,166.6,14599039.62,9053969.613,-5545070.003,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0
915,Color,Joel Schumacher,138.0,123.0,541,173.0,Chris Bauer,12000.0,36283504,"Mystery, Thriller",Nicolas Cage,8MM ,104564,12970,Anthony Heald,1.0,"investigation ,obsession ,private eye ,private investigator ,snuff film",http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,587,English,Germany,R,40000000,1999,638.0,6.5,2.35,0,1999,166.6,58396158.46,52970431.23,-5425727.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
916,Color,Mike Figgis,31.0,106.0,81,687.0,Saffron Burrows,2000.0,399793,Drama,Kelly Macdonald,The Loss of Sexual Innocence ,2877,4343,Julian Sands,0.0,"1950s ,italian ,murder ,tunisia ,vomiting",http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,70,English,USA,R,4000000,1999,811.0,5.4,1.78,111,1999,166.6,5839615.846,583659.3845,-5255956.462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
917,Color,Albert Brooks,97.0,97.0,745,745.0,Bradley Whitford,12000.0,11614236,Comedy,Jeff Bridges,The Muse ,9294,15209,Albert Brooks,2.0,"directed by star ,muse ,satire ,screenwriter ,tiffany's",http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,140,English,USA,PG-13,15000000,1999,821.0,5.6,1.37,251,1999,166.6,21898559.42,16955669.15,-4942890.277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Color,Steve Rash,11.0,89.0,15,660.0,Nia Long,883.0,4692814,Comedy,Barry Corbin,Held Up ,2870,3291,Jake Busey,2.0,"hold up ,hostage ,stockholm syndrome ,swat team ,vegetarian",http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,34,English,USA,PG-13,8000000,1999,826.0,5.1,1.85,77,1999,166.6,11679231.69,6851057.75,-4828173.943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919, Black and White,Katt Shea,85.0,104.0,52,484.0,Rachel Blanchard,711.0,17757087,"Horror, Sci-Fi, Thriller",Jason London,The Rage: Carrie 2 ,13065,3162,Eddie Kaye Thomas,1.0,"high school ,party ,prom ,suicide ,teenage girl",http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,253,English,USA,R,21000000,1999,490.0,4.6,1.85,897,1999,166.6,30657983.19,25923641.66,-4734341.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
920,Color,Jason Alexander,20.0,97.0,700,56.0,Patti LuPone,599.0,39852,"Comedy, Drama",Gretchen Mol,Just Looking ,1238,1030,Peter Onorati,1.0,"1955 chevrolet ,nurse ,peeping tom ,reference to brooklyn dodgers ,spying",http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1,25,English,USA,R,3000000,1999,325.0,6.7,1.85,117,1999,166.6,4379711.885,58180.092679999994,-4321531.791999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
921,Color,Spike Lee,85.0,142.0,0,854.0,Jennifer Esposito,978.0,19283782,"Crime, Drama, Romance, Thriller",Mira Sorvino,Summer of Sam ,31227,5386,Mike Starr,0.0,"distrust ,fear ,murder ,neighborhood ,new york city",http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,354,English,USA,R,22000000,1999,911.0,6.6,1.85,0,1999,166.6,32117887.15,28152469.74,-3965417.4189999998,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
922,Color,Luis Mandoki,85.0,131.0,43,362.0,John Savage,18000.0,52799004,"Drama, Romance",Robin Wright,Message in a Bottle ,28942,19815,Raphael Sbarge,0.0,"beach ,bottle ,jogging ,letter ,love",http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,223,English,USA,PG-13,55000000,1999,652.0,6.1,2.35,0,1999,166.6,80294717.89,77081475.11,-3213242.78,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
923,Color,Justin Kerrigan,47.0,99.0,8,78.0,John Simm,798.0,104257,"Comedy, Music",Danny Dyer,Human Traffic ,19194,1430,Shaun Parkes,2.0,"friday ,friend ,hip hop ,techno rave ,weekend",http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,160,English,UK,R,2200000,1999,472.0,7.1,1.85,0,1999,166.6,3211788.715,152205.2073,-3059583.508,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
924,Color,Eric Styles,16.0,92.0,4,405.0,Rupert Graves,631.0,7680,"Drama, Romance",Samantha Morton,Dreaming of Joseph Lees ,704,2020,Miriam Margolyes,0.0,"love crime ,love triangle ,lust ,sister sister relationship ,unrequited love",http://www.imdb.com/title/tt0144178/?ref_=fn_tt_tt_1,18,English,USA,R,2000000,1999,443.0,6.4,,100,1999,166.6,2919807.923,11212.06242,-2908595.861,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
925,Color,Mark Tarlov,35.0,96.0,3,353.0,Dylan Baker,4000.0,4394936,"Comedy, Drama, Fantasy, Romance",Sarah Michelle Gellar,Simply Irresistible ,11439,5668,Lawrence Gilliard Jr.,1.0,"chef ,female chef ,love ,magic ,restaurant",http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,190,English,Germany,PG-13,6000000,1999,812.0,5.3,2.35,901,1999,166.6,8759423.77,6416184.477000001,-2343239.292,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
926,Color,Alison Maclean,74.0,107.0,7,442.0,Samantha Morton,745.0,1282084,Drama,Billy Crudup,Jesus' Son ,6221,2125,Mark Webber,1.0,"hospital ,love ,mennonite ,shower ,song",http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,87,English,USA,R,2500000,1999,631.0,7.0,2.35,500,1999,166.6,3649759.9039999996,1871719.511,-1778040.3930000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
927,Color,Jeff Franklin,45.0,94.0,24,545.0,Tyra Banks,834.0,2800000,Comedy,Ivana Milicevic,Love Stinks ,4377,2662,Bridgette Wilson-Sampras,3.0,"black comedy ,marriage ,marriage proposal ,not taking no for an answer ,obsessive woman",http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1,85,English,USA,R,4000000,1999,625.0,5.8,1.85,309,1999,166.6,5839615.846,4087731.0919999997,-1751884.754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,Color,Sofia Coppola,152.0,90.0,0,826.0,Kathleen Turner,4000.0,4859475,"Drama, Romance",Kirsten Dunst,The Virgin Suicides ,116910,7103,Scott Glenn,0.0,"catholic ,five sisters ,isolation ,school ,suicide",http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,520,English,USA,R,6000000,1999,899.0,7.2,1.85,0,1999,166.6,8759423.77,7094366.804,-1665056.966,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
929, Black and White,Robinson Devor,18.0,88.0,14,3.0,Eugene Roche,142.0,110720,Comedy,Marilyn Rising,The Woman Chaser ,524,168,Max Kerstein,0.0,"car salesman ,filmmaking ,pulp fiction ,santa claus suit ,truck driver",http://www.imdb.com/title/tt0217894/?ref_=fn_tt_tt_1,22,English,USA,,1200000,1999,23.0,7.3,,73,1999,166.6,1751884.754,161640.5666,-1590244.187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,Color,Rich Cowan,14.0,105.0,7,548.0,Karen Allen,2000.0,609042,Drama,Eric Dane,The Basket ,449,3475,Peter Coyote,2.0,"basketball ,german immigrant ,opera ,two word title ,war orphan",http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,38,English,USA,PG,1300000,1999,783.0,6.5,1.85,117,1999,166.6,1897875.15,889142.8286,-1008732.321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
931,Color,Rod Lurie,29.0,104.0,37,501.0,Kathryn Morris,574.0,144583,"Drama, Thriller",Kevin Pollak,Deterrence ,2256,1983,Timothy Hutton,0.0,"colorado ,diner ,iraq ,nuclear missile ,president",http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,79,English,France,R,800000,1999,573.0,6.5,1.85,130,1999,166.6,1167923.169,211077.2945,-956845.8748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
932,Color,Josef Rusnak,111.0,100.0,9,363.0,Craig Bierko,599.0,15500000,"Mystery, Sci-Fi, Thriller",Gretchen Mol,The Thirteenth Floor ,51996,2389,Brad William Henke,0.0,"amnesia ,barricade ,letter ,time ,virtual reality",http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,302,English,Germany,R,16000000,1999,380.0,7.0,2.35,0,1999,166.6,23358463.39,22628511.4,-729951.9808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
933,Color,Darren Stein,49.0,87.0,18,844.0,Judy Greer,3000.0,3071947,"Comedy, Crime, Thriller",Julie Benz,Jawbreaker ,18711,9555,Jeff Conaway,3.0,"best friend ,bitch ,friend ,popular girl ,prom",http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1,183,English,USA,R,3500000,1999,2000.0,5.4,1.85,0,1999,166.6,5109663.866,4484747.595,-624916.2705,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
934,Color,Allison Anders,29.0,92.0,99,181.0,Rosanna Arquette,793.0,177840,"Comedy, Music",Ally Sheedy,Sugar Town ,708,1987,John Doe,2.0,"drugs ,music producer ,rock music ,title directed by female ,vegetarian",http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,22,English,UK,R,250000,1999,605.0,6.1,,93,1999,166.6,364975.9904,259629.3205,-105346.6699,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
935,Color,Kevin Jordan,21.0,90.0,4,113.0,Christa Miller,20000.0,277233,"Comedy, Romance",Derick Martini,Smiling Fish & Goat on Fire ,2631,20814,Ion Overman,5.0,"accountant ,actor ,animal in title ,mail carrier ,single parent",http://www.imdb.com/title/tt0162348/?ref_=fn_tt_tt_1,26,English,USA,R,40000,1999,467.0,7.6,1.85,0,1999,166.6,58396.158460000006,404733.555,346337.3965,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
936,Color,Mark Illsley,77.0,98.0,3,327.0,Illeana Douglas,349.0,1943649,"Comedy, Crime, Romance",Ally Walker,"Happy, Texas ",8697,2095,Jeremy Northam,3.0,"banker ,beauty pageant ,escaped convict ,gay ,pageant",http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,122,English,USA,PG-13,1700000,1999,347.0,6.3,1.85,374,1999,166.6,2481836.735,2837540.875,355704.1403,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
937,Color,Michael Corrente,72.0,96.0,30,407.0,George Wendt,761.0,7292175,"Comedy, Drama, Romance",Jonathan Brandis,Outside Providence ,7736,2018,Shawn Hatosy,3.0,"class ,cornwall connecticut ,dog ,friend ,pawtucket rhode island",http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,100,English,USA,R,7000000,1999,412.0,6.4,1.85,0,1999,166.6,10219327.73,10645875.17,426547.44,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
938,Color,Michael Polish,54.0,111.0,35,482.0,William Katt,980.0,985341,Drama,Sasha Alexander,Twin Falls Idaho ,3479,3166,Jon Gries,0.0,"conjoined twins ,independent film ,low budget film ,separation ,twin",http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,87,English,USA,R,500000,1999,505.0,7.3,1.85,180,1999,166.6,729951.9808,1438503.229,708551.2486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
939,Color,Michael Patrick Jann,77.0,97.0,31,551.0,Kirstie Alley,4000.0,10561238,"Comedy, Romance, Thriller",Kirsten Dunst,Drop Dead Gorgeous ,27265,6388,Ellen Barkin,0.0,"beauty pageant ,blonde ,cheerleader uniform ,small town ,upskirt",http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,321,English,Germany,PG-13,10000000,1999,980.0,6.5,1.85,0,1999,166.6,14599039.62,15418393.2,819353.5796,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
940,Color,Mike Judge,144.0,89.0,406,759.0,Stephen Root,989.0,10824921,Comedy,Gary Cole,Office Space ,200293,3462,Diedrich Bader,0.0,"boss ,computer ,downsizing ,neighbor ,office",http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,621,English,USA,R,10000000,1999,939.0,7.8,1.85,16000,1999,166.6,14599039.62,15803345.05,1204305.436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Color,Risa Bramon Garcia,67.0,101.0,112,612.0,Dave Chappelle,1000.0,6851636,"Comedy, Drama, Romance",Janeane Garofalo,200 Cigarettes ,13010,2697,Gaby Hoffmann,5.0,"bartender ,friend ,new year's eve ,party ,punk",http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,182,English,USA,R,6000000,1999,744.0,5.9,1.85,0,1999,166.6,8759423.77,10002730.54,1243306.77,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
942,Color,Gavin O'Connor,64.0,102.0,149,276.0,Janet McTeer,409.0,1281176,"Comedy, Drama",Kimberly J. Brown,Tumbleweeds ,2932,1986,Lois Smith,1.0,"boss ,fight ,reference to william shakespeare ,white trash ,written and directed by cast member",http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,73,English,USA,PG-13,312000,1999,277.0,6.7,1.85,121,1999,166.6,455490.036,1870393.918,1414903.882,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
